WKT,networkGrp
"LINESTRING (2553671.62125785 6673408.03749072,2553616.0936266 6673442.71545031,2553602.60563417 6673420.70039722,2553500.20413562 6673413.62877408,2553504.99711642 6673339.79182637,2553635.94201181 6673348.14374337)","0"
"LINESTRING (2553667.24075389 6673396.28479313,2553678.61686494 6673400.07566325,2553775.7551591 6673404.64671244)","0"
"LINESTRING (2553667.24075389 6673396.28479313,2553671.62125785 6673408.03749072)","0"
"LINESTRING (2553299.34441706 6673391.5837141,2553296.21784267 6673446.46631124)","0"
"LINESTRING (2553296.21784267 6673446.46631124,2553241.39967157 6673442.85548245)","0"
"LINESTRING (2553383.25870395 6673452.95780123,2553296.21784267 6673446.46631124)","0"
"LINESTRING (2553296.21784267 6673446.46631124,2553289.58521519 6673546.18920053)","0"
"LINESTRING (2553399.28755368 6673503.92950071,2553386.53377 6673649.46290483)","0"
"LINESTRING (2553433.04465769 6673508.92064632,2553466.34803718 6673655.7443466)","0"
"LINESTRING (2553289.58521519 6673546.18920053,2553282.36687062 6673641.75113475)","0"
"LINESTRING (2553386.53377 6673649.46290483,2553282.36687062 6673641.75113475)","0"
"LINESTRING (2552966.16213049 6673509.98088967,2552963.6212732 6673523.7740556)","0"
"LINESTRING (2552963.6212732 6673523.7740556,2552872.47214266 6673518.93294443)","0"
"LINESTRING (2553112.03043769 6673518.2827952,2553112.26967425 6673535.12666136)","0"
"LINESTRING (2553233.33162472 6673542.71840388,2553112.26967425 6673535.12666136)","0"
"LINESTRING (2553289.58521519 6673546.18920053,2553233.33162472 6673542.71840388)","0"
"LINESTRING (2552872.47214266 6673518.93294443,2552867.39042808 6673610.51396492)","0"
"LINESTRING (2552963.6212732 6673523.7740556,2552956.9143999 6673618.66583601)","0"
"LINESTRING (2552785.59627211 6673513.14161515,2552777.75921228 6673637.51016133)","0"
"LINESTRING (2553112.26967425 6673535.12666136,2553105.26581763 6673629.88841192)","0"
"LINESTRING (2553233.33162472 6673542.71840388,2553226.09678107 6673638.88047585)","0"
"LINESTRING (2553466.34803718 6673655.7443466,2553386.53377 6673649.46290483)","0"
"LINESTRING (2553479.82778008 6673656.59454174,2553466.34803718 6673655.7443466)","0"
"LINESTRING (2553282.36687062 6673641.75113475,2553275.96523017 6673721.07934287)","0"
"LINESTRING (2553386.53377 6673649.46290483,2553381.66654338 6673728.24098667)","0"
"LINESTRING (2553466.34803718 6673655.7443466,2553485.14873122 6673735.57266951)","0"
"LINESTRING (2553381.66654338 6673728.24098667,2553275.96523017 6673721.07934287)","0"
"LINESTRING (2553485.14873122 6673735.57266951,2553381.66654338 6673728.24098667)","0"
"LINESTRING (2553275.96523017 6673721.07934287,2553270.22355265 6673799.53735125)","0"
"LINESTRING (2553381.66654338 6673728.24098667,2553376.45283621 6673806.18887797)","0"
"LINESTRING (2553376.45283621 6673806.18887797,2553270.22355265 6673799.53735125)","0"
"LINESTRING (2553219.77763599 6673717.48851867,2553098.56719386 6673709.27663381)","0"
"LINESTRING (2553275.96523017 6673721.07934287,2553219.77763599 6673717.48851867)","0"
"LINESTRING (2552867.39042808 6673610.51396492,2552854.50465182 6673780.33294328,2552851.17183901 6673786.78442409,2552848.06176369 6673823.7929186,2552833.55907824 6673841.38695694)","0"
"LINESTRING (2552766.48209567 6673692.76284342,2552769.34468489 6673764.97941921)","0"
"LINESTRING (2552766.48209567 6673692.76284342,2552780.92703436 6673737.67315163,2552809.51167888 6673793.33592784)","0"
"LINESTRING (2553098.56719386 6673709.27663381,2553092.80076774 6673789.24498886)","0"
"LINESTRING (2552769.34468489 6673764.97941921,2552784.0206106 6673770.010574,2552809.51167888 6673793.33592784)","0"
"LINESTRING (2552952.212164 6673697.55394311,2552938.22094983 6673883.42660626)","0"
"LINESTRING (2553270.22355265 6673799.53735125,2553092.80076774 6673789.24498886)","0"
"LINESTRING (2552769.34468489 6673764.97941921,2552762.62131251 6673869.36337834)","0"
"LINESTRING (2552809.51167888 6673793.33592784,2552833.55907824 6673841.38695694)","0"
"LINESTRING (2553092.80076774 6673789.24498886,2553085.70616621 6673889.87808706)","0"
"LINESTRING (2553270.22355265 6673799.53735125,2553263.72291777 6673904.27139074)","0"
"LINESTRING (2552833.55907824 6673841.38695694,2552854.60364626 6673878.24541703)","0"
"LINESTRING (2552847.96276925 6673878.02536652,2552762.62131251 6673869.36337834)","0"
"LINESTRING (2552854.60364626 6673878.24541703,2552847.96276925 6673878.02536652)","0"
"LINESTRING (2552859.56161779 6673878.41545605,2552854.60364626 6673878.24541703)","0"
"LINESTRING (2552859.56161779 6673878.41545605,2552881.31564596 6673879.14562365)","0"
"LINESTRING (2552881.31564596 6673879.14562365,2552938.22094983 6673883.42660626)","0"
"LINESTRING (2552938.22094983 6673883.42660626,2553085.70616621 6673889.87808706)","0"
"LINESTRING (2553485.14873122 6673735.57266951,2553526.99038115 6673921.87543138,2553457.34779268 6673918.38463014)","0"
"LINESTRING (2553376.45283621 6673806.18887797,2553368.61577638 6673912.27322739)","0"
"LINESTRING (2553368.61577638 6673912.27322739,2553263.72291777 6673904.27139074)","0"
"LINESTRING (2553457.34779268 6673918.38463014,2553368.61577638 6673912.27322739)","0"
"LINESTRING (2553368.61577638 6673912.27322739,2553362.23888454 6674010.2657195)","0"
"LINESTRING (2553457.34779268 6673918.38463014,2553449.86546293 6674015.21685593)","0"
"LINESTRING (2553525.5384627 6674020.67810945,2553529.52298891 6673971.07672449,2553533.80449843 6673961.53453429,2553545.51884049 6673950.41198134)","0"
"LINESTRING (2553565.09499098 6674021.46829082,2553856.64186603 6673963.83506232)","0"
"LINESTRING (2553362.23888454 6674010.2657195,2553256.48807412 6674002.82401141)","0"
"LINESTRING (2553449.86546293 6674015.21685593,2553362.23888454 6674010.2657195)","0"
"LINESTRING (2552854.60364626 6673878.24541703,2552885.22592633 6673938.00913453)","0"
"LINESTRING (2552938.22094983 6673883.42660626,2552935.61409624 6673927.97683182,2552921.30939968 6673955.19307874)","0"
"LINESTRING (2553085.70616621 6673889.87808706,2553078.57856654 6673990.51118526)","0"
"LINESTRING (2552885.22592633 6673938.00913453,2552897.35274522 6673947.93141198,2552921.30939968 6673955.19307874)","0"
"LINESTRING (2553263.72291777 6673904.27139074,2553256.48807412 6674002.82401141)","0"
"LINESTRING (2552885.22592633 6673938.00913453,2552889.05371134 6673977.00808591,2552897.7982202 6673998.28296911)","0"
"LINESTRING (2552921.30939968 6673955.19307874,2552908.11839056 6673973.38725483,2552897.7982202 6673998.28296911)","0"
"LINESTRING (2553078.57856654 6673990.51118526,2552932.61951444 6673980.83896521,2552930.67262379 6673980.70893537)","0"
"LINESTRING (2552921.30939968 6673955.19307874,2552929.47644097 6673963.90507839,2552932.84225193 6673978.82850375,2552932.61951444 6673980.83896521,2552928.60199008 6674017.41736101,2552926.56435453 6674030.05026062)","0"
"LINESTRING (2553256.48807412 6674002.82401141,2553078.57856654 6673990.51118526)","0"
"LINESTRING (2554045.58925366 6673323.12800154,2554066.35333743 6673328.4692275,2554097.4458411 6673345.29308906,2554166.85744254 6673382.77169149,2554229.47967532 6673415.93930441)","0"
"LINESTRING (2554443.79438818 6673363.11718021,2554469.67318467 6673376.39022676)","0"
"LINESTRING (2554393.62070622 6673334.84068994,2554372.05641739 6673374.30974923,2554372.74112893 6673408.5476078)","0"
"LINESTRING (2554340.80717253 6673346.86344951,2554315.15111352 6673404.15659994)","0"
"LINESTRING (2554443.79438818 6673363.11718021,2554419.56549901 6673407.56738282,2554372.74112893 6673408.5476078)","0"
"LINESTRING (2554372.74112893 6673408.5476078,2554325.10005473 6673409.55783968,2554315.15111352 6673404.15659994)","0"
"LINESTRING (2551749.36372288 6673705.58578665,2551686.84048454 6673785.18405675)","0"
"LINESTRING (2551263.5815072 6673683.27066469,2551224.51995112 6673823.85293238)","0"
"LINESTRING (2551686.84048454 6673785.18405675,2551606.06102158 6673728.9011382)","0"
"LINESTRING (2551429.84266902 6673767.00988526,2551326.89670105 6673752.10646449)","0"
"LINESTRING (2551435.48535209 6673768.17015157,2551429.84266902 6673767.00988526)","0"
"LINESTRING (2551439.8081093 6673769.0503536,2551435.48535209 6673768.17015157)","0"
"LINESTRING (2551590.5601422 6673751.8564071,2551577.28663772 6673756.91756878,2551552.7772643 6673792.9658429)","0"
"LINESTRING (2551492.90212724 6673776.79213057,2551439.8081093 6673769.0503536)","0"
"LINESTRING (2551590.5601422 6673751.8564071,2551590.65913664 6673766.4197498,2551567.45319002 6673802.5180354)","0"
"LINESTRING (2551840.6200974 6673766.09967634,2551813.86685001 6673803.15818234)","0"
"LINESTRING (2552118.04376569 6673737.92320902,2552177.83640739 6673801.15772317,2552199.07896429 6673818.00158933,2552221.74869103 6673826.95364408,2552240.56588414 6673806.1088596,2552297.92491253 6673716.95839699,2552318.02078383 6673714.70788044,2552341.83719617 6673705.85584864,2552354.4919854 6673692.76284342,2552359.63969628 6673678.47956499,2552359.01273149 6673658.44496647)","0"
"LINESTRING (2552622.83291383 6673749.4458538,2552599.19799131 6673743.63451993)","0"
"LINESTRING (2552643.2587666 6673756.56748843,2552622.83291383 6673749.4458538)","0"
"LINESTRING (2552769.34468489 6673764.97941921,2552643.2587666 6673756.56748843)","0"
"LINESTRING (2552063.95980336 6673790.79534471,2552037.8417703 6673754.31697187)","0"
"LINESTRING (2552068.16706705 6673793.76602656,2552063.95980336 6673790.79534471)","0"
"LINESTRING (2552073.85924735 6673797.80695407,2552068.16706705 6673793.76602656)","0"
"LINESTRING (2552548.23235383 6673736.99299551,2552540.7087764 6673856.62045347)","0"
"LINESTRING (2552599.19799131 6673743.63451993,2552588.98506492 6673860.22127997)","0"
"LINESTRING (2552643.2587666 6673756.56748843,2552645.49439103 6673763.75913912,2552639.35673576 6673853.58975784)","0"
"LINESTRING (2551173.76055206 6673670.5777513,2551136.86037459 6673805.23865987)","0"
"LINESTRING (2550919.04785819 6673708.45644555,2550802.32516401 6673777.65232801)","0"
"LINESTRING (2550933.69903529 6673730.84158359,2550817.03408787 6673801.02769333)","0"
"LINESTRING (2550817.03408787 6673801.02769333,2550802.32516401 6673777.65232801)","0"
"LINESTRING (2550933.69903529 6673730.84158359,2550952.35123768 6673762.37882229,2550956.59149952 6673790.23521614,2550954.02589362 6673808.14932795,2550946.87354534 6673823.68289335,2550935.69542317 6673836.84591464,2550919.92230907 6673848.19852039,2550889.72075537 6673857.05055219,2550856.85460132 6673849.63885099,2550839.65431739 6673838.3962705,2550818.66749613 6673809.15955983,2550817.03408787 6673801.02769333)","0"
"LINESTRING (2551219.03400924 6673822.68266377,2551179.25474348 6673814.2407261,2551136.86037459 6673805.23865987)","0"
"LINESTRING (2550611.15040148 6673856.98053612,2550576.17236605 6673875.77484996,2550569.95221541 6673874.44454462,2550469.80284037 6673808.71945881,2550358.30210289 6673752.83663209,2550326.41764371 6673757.68774556,2550254.91890949 6673758.08783739)","0"
"LINESTRING (2550802.32516401 6673777.65232801,2550686.87289847 6673844.28762273,2550673.72313703 6673835.38557945,2550665.05287401 6673832.98502846,2550654.49346708 6673834.66541416,2550611.15040148 6673856.98053612)","0"
"LINESTRING (2551136.86037459 6673805.23865987,2551115.33733344 6673889.14791947,2551121.82971879 6673902.99109687,2551121.84621787 6673914.83381512)","0"
"LINESTRING (2551224.51995112 6673823.85293238,2551197.78320281 6673927.3166803)","0"
"LINESTRING (2551552.7772643 6673792.9658429,2551536.01420581 6673781.68325322,2551492.90212724 6673776.79213057)","0"
"LINESTRING (2551326.89670105 6673752.10646449,2551301.96660127 6673840.2867044)","0"
"LINESTRING (2551567.45319002 6673802.5180354,2551552.7772643 6673792.9658429)","0"
"LINESTRING (2551435.48535209 6673768.17015157,2551398.32118944 6673860.75140164)","0"
"LINESTRING (2551731.78396026 6673845.05779951,2551686.84048454 6673785.18405675)","0"
"LINESTRING (2551813.86685001 6673803.15818234,2551795.57762724 6673793.97607478,2551731.78396026 6673845.05779951)","0"
"LINESTRING (2551890.47204743 6673874.09446426,2551864.41176112 6673781.51321419,2551840.6200974 6673766.09967634)","0"
"LINESTRING (2552037.8417703 6673754.31697187,2551998.1697485 6673877.8253206,2552022.43163582 6673885.93718251)","0"
"LINESTRING (2551224.51995112 6673823.85293238,2551219.03400924 6673822.68266377)","0"
"LINESTRING (2551230.79784852 6673825.18323772,2551224.51995112 6673823.85293238)","0"
"LINESTRING (2551458.16332837 6673872.90419106,2551492.90212724 6673776.79213057)","0"
"LINESTRING (2551301.96660127 6673840.2867044,2551230.79784852 6673825.18323772)","0"
"LINESTRING (2551813.86685001 6673803.15818234,2551813.73485743 6673812.67036566,2551763.68491852 6673879.0255961)","0"
"LINESTRING (2551393.92418641 6673859.82118813,2551301.96660127 6673840.2867044)","0"
"LINESTRING (2551613.03188006 6673913.81358095,2551598.67768627 6673821.96249847,2551567.45319002 6673802.5180354)","0"
"LINESTRING (2551398.32118944 6673860.75140164,2551393.92418641 6673859.82118813)","0"
"LINESTRING (2551398.91515608 6673860.87142919,2551398.32118944 6673860.75140164)","0"
"LINESTRING (2551403.88137715 6673861.88166107,2551398.91515608 6673860.87142919)","0"
"LINESTRING (2551458.16332837 6673872.90419106,2551403.88137715 6673861.88166107)","0"
"LINESTRING (2551731.78396026 6673845.05779951,2551679.71288487 6673895.73943241)","0"
"LINESTRING (2551010.51047112 6674129.59310859,2551015.42719497 6674107.26798432,2551014.23926169 6674078.95148487,2551005.09052554 6674055.06600246,2550970.73120535 6674013.50646335,2550957.65568975 6673913.94361079,2550959.44583921 6673875.39476272,2550972.37286315 6673819.9820439,2550981.41435533 6673794.05609314,2551025.45038201 6673705.49576599,2551039.13636333 6673648.87276937)","0"
"LINESTRING (2551189.69040735 6673933.67814044,2551121.84621787 6673914.83381512)","0"
"LINESTRING (2551197.78320281 6673927.3166803,2551195.69607004 6673935.39853532)","0"
"LINESTRING (2551195.69607004 6673935.39853532,2551189.69040735 6673933.67814044)","0"
"LINESTRING (2551201.23150913 6673936.97889806,2551195.69607004 6673935.39853532)","0"
"LINESTRING (2551197.78320281 6673927.3166803,2551221.47587209 6673934.80839987,2551230.71535315 6673946.26102857)","0"
"LINESTRING (2550674.952318 6674116.50010336,2550664.48365598 6674113.32937559,2550650.01396868 6674100.47642547,2550640.14752283 6674080.84191878,2550633.94387127 6674042.0630179,2550645.8562022 6673991.16133449,2550645.41072722 6673981.3490823,2550637.81290396 6673962.31471336,2550616.26511421 6673944.20055564,2550609.129265 6673933.91819554,2550602.87611621 6673919.26483217,2550599.83203718 6673900.88061246,2550603.04935648 6673873.69437243,2550611.15040148 6673856.98053612)","0"
"LINESTRING (2551121.84621787 6673914.83381512,2551116.90474541 6673924.63606502,2551105.15740521 6673931.64767439,2551100.43867024 6673938.21918274,2551075.63231351 6674031.20052464,2551082.70216642 6674042.90321075,2551160.18181472 6674064.61819496)","0"
"LINESTRING (2551195.69607004 6673935.39853532,2551162.91241135 6674054.93597262)","0"
"LINESTRING (2551162.91241135 6674054.93597262,2551160.18181472 6674064.61819496)","0"
"LINESTRING (2551613.03188006 6673913.81358095,2551502.88406659 6673926.79656092,2551483.99262764 6673920.39509159,2551469.63843386 6673908.46235269,2551460.39070326 6673891.55847276,2551458.16332837 6673872.90419106)","0"
"LINESTRING (2551301.96660127 6673840.2867044,2551289.44380462 6673900.36049308,2551331.69793139 6673952.92255759,2551365.61177659 6673962.32471566)","0"
"LINESTRING (2551763.68491852 6673879.0255961,2551719.45915249 6673928.14687085)","0"
"LINESTRING (2551679.71288487 6673895.73943241,2551613.03188006 6673913.81358095)","0"
"LINESTRING (2551719.45915249 6673928.14687085,2551679.71288487 6673895.73943241)","0"
"LINESTRING (2551398.32118944 6673860.75140164,2551383.89274983 6673906.17182694,2551370.50375183 6673963.61501181)","0"
"LINESTRING (2551890.47204743 6673874.09446426,2551850.93201822 6673967.37587504)","0"
"LINESTRING (2551924.60863012 6673968.39610921,2551933.96360469 6673947.37128341,2551890.47204743 6673874.09446426)","0"
"LINESTRING (2551850.93201822 6673967.37587504,2551763.68491852 6673879.0255961)","0"
"LINESTRING (2551230.71535315 6673946.26102857,2551201.23150913 6673936.97889806)","0"
"LINESTRING (2551719.45915249 6673928.14687085,2551694.47130595 6673958.53384554,2551697.02866232 6673975.88782878)","0"
"LINESTRING (2551370.50375183 6673963.61501181,2551365.61177659 6673962.32471566)","0"
"LINESTRING (2551375.3132317 6673964.88530338,2551370.50375183 6673963.61501181)","0"
"LINESTRING (2552017.91913926 6673946.87116862,2551981.96765851 6673998.42300125,2551977.13343002 6673995.32228955)","0"
"LINESTRING (2551469.6466834 6673988.37069396,2551375.3132317 6673964.88530338)","0"
"LINESTRING (2551966.15329673 6673989.12086615,2551924.60863012 6673968.39610921)","0"
"LINESTRING (2551924.60863012 6673968.39610921,2551912.54780752 6673967.01579239,2551863.7765468 6673999.60327216)","0"
"LINESTRING (2551863.7765468 6673999.60327216,2551850.93201822 6673967.37587504)","0"
"LINESTRING (2551697.02866232 6673975.88782878,2551624.84521655 6673987.74054932,2551623.31905227 6673977.10810887,2551500.80518336 6673995.51233317,2551469.6466834 6673988.37069396)","0"
"LINESTRING (2551966.15329673 6673989.12086615,2551970.2203183 6673991.1513322)","0"
"LINESTRING (2551970.2203183 6673991.1513322,2551971.97746961 6673992.02153193)","0"
"LINESTRING (2551971.97746961 6673992.02153193,2551977.13343002 6673995.32228955)","0"
"LINESTRING (2551697.02866232 6673975.88782878,2551708.85849789 6674048.15441605)","0"
"LINESTRING (2551230.71535315 6673946.26102857,2551337.00238346 6674078.75143895)","0"
"LINESTRING (2551863.7765468 6673999.60327216,2551820.46647934 6674029.83021012)","0"
"LINESTRING (2551370.50375183 6673963.61501181,2551351.85979898 6674088.35364294)","0"
"LINESTRING (2551820.46647934 6674029.83021012,2551708.85849789 6674048.15441605)","0"
"LINESTRING (2551469.6466834 6673988.37069396,2551435.56784746 6674092.2645406)","0"
"LINESTRING (2551708.85849789 6674048.15441605,2551629.9186816 6674060.2371894)","0"
"LINESTRING (2551629.9186816 6674060.2371894,2551497.62911174 6674081.55208178)","0"
"LINESTRING (2552118.04376569 6673737.92320902,2552017.91913926 6673946.87116862)","0"
"LINESTRING (2552639.35673576 6673853.58975784,2552638.87826263 6673862.84188147)","0"
"LINESTRING (2552588.98506492 6673860.22127997,2552540.7087764 6673856.62045347)","0"
"LINESTRING (2552638.87826263 6673862.84188147,2552588.98506492 6673860.22127997)","0"
"LINESTRING (2552762.62131251 6673869.36337834,2552638.87826263 6673862.84188147)","0"
"LINESTRING (2552017.91913926 6673946.87116862,2552033.90674131 6673956.73343229,2552084.14641956 6674019.78790512)","0"
"LINESTRING (2552103.91230939 6674035.33147282,2552084.14641956 6674019.78790512)","0"
"LINESTRING (2552540.7087764 6673856.62045347,2552537.65644783 6673859.79118125,2552526.19784141 6673969.58638242,2552522.62579204 6673981.93921775,2552497.6379455 6674020.52807501,2552484.6531748 6674074.85054358,2552475.85091919 6674149.25762216,2552457.30596078 6674203.50007237,2552433.31630817 6674251.0009752,2552457.96592371 6674315.86586357,2552469.97724908 6674314.32551001,2552538.79488389 6674256.92233432,2552572.41174577 6674236.25759117,2552769.74066265 6674190.06698909,2552873.27234771 6674175.9337451,2552913.35684634 6674178.39430987)","0"
"LINESTRING (2552103.91230939 6674035.33147282,2552113.45702331 6674034.61130752,2552123.86793857 6674040.12257251,2552211.72550399 6674130.56333128,2552231.62338641 6674164.85120134,2552240.75562349 6674189.78692481)","0"
"LINESTRING (2552084.14641956 6674019.78790512,2551996.12386341 6674305.18341163)","0"
"LINESTRING (2550186.32361316 6672677.95175927,2550192.39567115 6672662.4663606,2550198.67356855 6672642.42175978,2550210.56940041 6672635.22010679,2550222.36623783 6672634.63997364,2550253.87946787 6672593.78059523)","0"
"LINESTRING (2550210.85813419 6672667.67755672,2550201.12368093 6672664.92692537)","0"
"LINESTRING (2550210.85813419 6672667.67755672,2550188.34514865 6672696.86425591,2550186.32361316 6672697.64123939)","0"
"LINESTRING (2550186.32361316 6672840.29027413,2550231.54797213 6672874.48502501)","0"
"LINESTRING (2551337.5056052 6674079.57162721,2551337.00238346 6674078.75143895)","0"
"LINESTRING (2551337.00238346 6674078.75143895,2551351.85979898 6674088.35364294)","0"
"LINESTRING (2551497.62911174 6674081.55208178,2551435.56784746 6674092.2645406)","0"
"LINESTRING (2551337.5056052 6674079.57162721,2551349.88815972 6674101.53666882)","0"
"LINESTRING (2551351.85979898 6674088.35364294,2551349.88815972 6674101.53666882)","0"
"LINESTRING (2551435.56784746 6674092.2645406,2551354.90387801 6674102.47688463)","0"
"LINESTRING (2551344.75694792 6674104.17727492,2551321.9552286 6674108.95837232,2551288.74259401 6674110.53873506,2551160.38805314 6674084.39273379)","0"
"LINESTRING (2551820.46647934 6674029.83021012,2551774.25257498 6674172.70300355)","0"
"LINESTRING (2551349.88815972 6674101.53666882,2551349.61592501 6674103.36708896)","0"
"LINESTRING (2551354.90387801 6674102.47688463,2551349.61592501 6674103.36708896)","0"
"LINESTRING (2551349.61592501 6674103.36708896,2551349.39318752 6674103.40709814)","0"
"LINESTRING (2551349.39318752 6674103.40709814,2551344.75694792 6674104.17727492)","0"
"LINESTRING (2551629.9186816 6674060.2371894,2551642.88695323 6674154.4088045)","0"
"LINESTRING (2551708.85849789 6674048.15441605,2551717.46276462 6674058.21672564,2551765.68955593 6674150.39788388,2551774.25257498 6674172.70300355)","0"
"LINESTRING (2551910.08119606 6674119.95089542,2551932.22295245 6674128.19278717,2551949.72846924 6674120.34098496,2551978.92357948 6674133.01389375)","0"
"LINESTRING (2551497.62911174 6674081.55208178,2551512.4040319 6674180.38476674)","0"
"LINESTRING (2551435.56784746 6674092.2645406,2551406.34798861 6674187.8964909,2551504.63296836 6674213.78243247)","0"
"LINESTRING (2551642.88695323 6674154.4088045,2551656.51518779 6674153.24853819,2551661.47315932 6674188.03652304)","0"
"LINESTRING (2551349.61592501 6674103.36708896,2551363.82162714 6674239.70838322)","0"
"LINESTRING (2551642.88695323 6674154.4088045,2551586.29513175 6674163.84096946,2551577.53412382 6674201.59963616)","0"
"LINESTRING (2551160.18181472 6674064.61819496,2551154.96810755 6674083.05242615)","0"
"LINESTRING (2551160.38805314 6674084.39273379,2551154.96810755 6674083.05242615)","0"
"LINESTRING (2551010.51047112 6674129.59310859,2550944.20069546 6674110.59874883,2550826.07558005 6674079.33157211,2550804.71752964 6674077.47114509,2550763.83282596 6674081.84214836,2550737.27756745 6674091.74442122,2550705.05487726 6674109.7185468,2550685.83345685 6674116.24004367,2550674.952318 6674116.50010336)","0"
"LINESTRING (2551154.96810755 6674083.05242615,2551132.74385579 6674162.540671)","0"
"LINESTRING (2551126.69694542 6674160.83027842,2551010.51047112 6674129.59310859)","0"
"LINESTRING (2551132.74385579 6674162.540671,2551126.69694542 6674160.83027842)","0"
"LINESTRING (2551138.24629675 6674164.10102915,2551132.74385579 6674162.540671)","0"
"LINESTRING (2550674.952318 6674116.50010336,2550674.08611665 6674139.54539292,2550653.64376481 6674194.5780245,2550637.09519427 6674216.64308907)","0"
"LINESTRING (2550917.76918001 6674209.48144527,2550921.5474678 6674198.3989015,2550926.08471296 6674192.29750106,2550948.76268923 6674188.72668145,2550977.47107681 6674174.70346272,2550997.68244162 6674154.62885501,2551010.51047112 6674129.59310859)","0"
"LINESTRING (2551132.74385579 6674162.540671,2551107.19504076 6674255.15192796)","0"
"LINESTRING (2551577.53412382 6674201.59963616,2551512.4040319 6674180.38476674)","0"
"LINESTRING (2551774.25257498 6674172.70300355,2551844.66237036 6674216.3330179)","0"
"LINESTRING (2551774.25257498 6674172.70300355,2551758.8424405 6674218.34347936)","0"
"LINESTRING (2551512.4040319 6674180.38476674,2551504.63296836 6674213.78243247)","0"
"LINESTRING (2551358.90490329 6674237.59789881,2551259.04426204 6674199.25909894,2551138.24629675 6674164.10102915)","0"
"LINESTRING (2551758.8424405 6674218.34347936,2551661.47315932 6674188.03652304)","0"
"LINESTRING (2551577.53412382 6674201.59963616,2551570.96749264 6674229.89613103)","0"
"LINESTRING (2551849.81008124 6674219.60376863,2551844.66237036 6674216.3330179)","0"
"LINESTRING (2551570.96749264 6674229.89613103,2551504.63296836 6674213.78243247)","0"
"LINESTRING (2551363.82162714 6674239.70838322,2551358.90490329 6674237.59789881)","0"
"LINESTRING (2551369.46431021 6674242.12893881,2551363.82162714 6674239.70838322)","0"
"LINESTRING (2551661.47315932 6674188.03652304,2551631.17261117 6674317.16616202)","0"
"LINESTRING (2551363.82162714 6674239.70838322,2551370.72648932 6674304.23319353)","0"
"LINESTRING (2551758.8424405 6674218.34347936,2551750.08968211 6674243.49925334,2551705.55043369 6674335.16029219)","0"
"LINESTRING (2551631.17261117 6674317.16616202,2551431.16259488 6674269.81529363,2551369.46431021 6674242.12893881)","0"
"LINESTRING (2551376.42691915 6674304.12316828,2551370.72648932 6674304.23319353)","0"
"LINESTRING (2551370.72648932 6674304.23319353,2551366.38723304 6674304.3132119)","0"
"LINESTRING (2551366.38723304 6674304.3132119,2551307.71652832 6674304.73330832)","0"
"LINESTRING (2551528.06990201 6674337.65086385,2551387.65453855 6674303.81309711,2551376.42691915 6674304.12316828)","0"
"LINESTRING (2551705.55043369 6674335.16029219,2551631.17261117 6674317.16616202)","0"
"LINESTRING (2551765.87929527 6674350.12372673,2551705.55043369 6674335.16029219)","0"
"LINESTRING (2551770.4990358 6674351.27399075,2551765.87929527 6674350.12372673)","0"
"LINESTRING (2551370.72648932 6674304.23319353,2551381.01157903 6674388.38925647)","0"
"LINESTRING (2551705.55043369 6674335.16029219,2551683.66441293 6674375.02944332)","0"
"LINESTRING (2551683.66441293 6674375.02944332,2551528.06990201 6674337.65086385)","0"
"LINESTRING (2551528.06990201 6674337.65086385,2551515.26087216 6674388.38925647)","0"
"LINESTRING (2551747.74546527 6674388.38925647,2551683.66441293 6674375.02944332)","0"
"LINESTRING (2551307.71652832 6674304.73330832,2551296.65284864 6674388.38925647)","0"
"LINESTRING (2551101.94008591 6674253.82162262,2550917.76918001 6674209.48144527)","0"
"LINESTRING (2551105.10790799 6674254.62180628,2551101.94008591 6674253.82162262)","0"
"LINESTRING (2551107.19504076 6674255.15192796,2551105.10790799 6674254.62180628)","0"
"LINESTRING (2551113.58018214 6674256.75229529,2551107.19504076 6674255.15192796)","0"
"LINESTRING (2551307.71652832 6674304.73330832,2551113.58018214 6674256.75229529)","0"
"LINESTRING (2550917.76918001 6674209.48144527,2550888.22758923 6674330.74927974,2550873.72804073 6674388.38925647)","0"
"LINESTRING (2551107.19504076 6674255.15192796,2551074.82084869 6674388.38925647)","0"
"LINESTRING (2551683.66441293 6674375.02944332,2551676.00521859 6674388.38925647)","0"
"LINESTRING (2552103.91230939 6674035.33147282,2552115.81639079 6674056.89642259,2552118.1592592 6674071.25971939,2552103.54108024 6674163.49088911,2552103.64832422 6674198.08883033,2552109.59624015 6674212.96224421,2552214.6540895 6674348.38332726,2552236.91298457 6674388.38925647)","0"
"LINESTRING (2552733.70668652 6674363.15671818,2552660.01965789 6674388.38925647)","0"
"LINESTRING (2552914.23129722 6674016.43713602,2552910.49425712 6674007.86516851,2552913.19185561 6673994.34206456,2552919.95647567 6673982.84942667,2552930.67262379 6673980.70893537)","0"
"LINESTRING (2552897.7982202 6673998.28296911,2552914.23129722 6674016.43713602)","0"
"LINESTRING (2552914.23129722 6674016.43713602,2552926.56435453 6674030.05026062)","0"
"LINESTRING (2553078.57856654 6673990.51118526,2553073.37310891 6674056.32629173)","0"
"LINESTRING (2553073.37310891 6674056.32629173,2553186.1607741 6674064.0680687,2553184.53561538 6674084.79282563)","0"
"LINESTRING (2553073.37310891 6674056.32629173,2553070.44452339 6674102.01677902)","0"
"LINESTRING (2553184.53561538 6674084.79282563,2553183.73541033 6674109.32845726)","0"
