WKT,networkGrp
,
,
"LINESTRING (7631871.24659849 12980419.8351093,7631918.92060028 12980445.3395264,7631962.75963077 12980437.2267884,7632018.90937904 12980423.0539509,7632141.79387149 12980396.5627549,7632160.19104918 12980398.6631441,7632176.39132879 12980408.1230182,7631983.84253212 12980667.8349479,7631973.10513244 12980677.0034158,7631958.3256221 12980680.4706658,7631944.8531636 12980677.7963886,7631929.41167732 12980627.6244725,7631894.28481024 12980487.8316524,7631886.39284196 12980467.5404465,7631862.93114054 12980441.1028351)",
,
,
,
,
,
,
,
,
,
"LINESTRING (7630507.51423579 12980816.824376,7632248.47443276 12982524.0187648,7632337.40108691 12982607.2162924,7632357.04525652 12982625.4286476,7632482.66911959 12982741.3478732)",
"LINESTRING (7631269.22124885 12979968.0764544,7631288.68214203 12979983.3897719,7631505.23386211 12980145.6211418,7631871.24659849 12980419.8351093)",
"LINESTRING (7630778.22246382 12979607.2212888,7630749.35556614 12979619.6148072,7630706.11693564 12979627.3807774)",
,
,
,
,
"LINESTRING (7632100.01000347 12977873.5414235,7632348.30609818 12978916.9356868,7632358.15353724 12978958.3190917,7632732.10409897 12980531.1627052,7632765.31840592 12980670.9679379,7633002.22935527 12981668.5081027,7633248.80287841 12982707.4780495,7633258.41940428 12982748.0333687)",
"LINESTRING (7633248.80287841 12982707.4780495,7633190.73210739 12982741.7412934,7633130.07671908 12982774.4126156,7633075.12250226 12982761.3227337,7633020.50239141 12982730.8285095,7632992.58353318 12982694.0734221,7632779.44533257 12981842.2811767,7632765.51992781 12981786.6650548,7632688.74686889 12981480.0328218,7632663.94691457 12981377.646522,7632597.17448739 12981113.7050095,7632495.33246299 12980661.9193113,7632482.09997106 12980603.2986017,7632475.08514551 12980573.6179291,7632095.4697397 12978968.9466299,7632079.67151054 12978902.230385,7631908.76671334 12978180.4876964,7631874.34640855 12978035.1854985,7631892.76662779 12977969.371544,7631932.3844097 12977911.2919801,7631995.83403936 12977876.8273815,7632100.01000347 12977873.5414235)",
"LINESTRING (7632732.10409897 12980531.1627052,7632712.91705962 12980581.6724851,7632685.73589449 12980615.9157633,7632631.20927022 12980631.1607371,7632495.33246299 12980661.9193113)",
"LINESTRING (7632765.31840592 12980670.9679379,7632729.66110969 12980633.4130487,7632703.90714635 12980621.3246148,7632685.73589449 12980615.9157633)",
"LINESTRING (7631887.77675548 12980451.0997457,7631918.92060028 12980445.3395264,7631962.75963077 12980437.2267884,7632018.90937904 12980423.0539509,7632141.79387149 12980396.5627549,7632160.19104918 12980398.6631441,7632176.39132879 12980408.1230182,7631983.84253212 12980667.8349479,7631973.10513244 12980677.0034158,7631958.3256221 12980680.4706658,7631944.8531636 12980677.7963886,7631929.41167732 12980627.6244725,7631894.28481024 12980487.8316524,7631887.77675548 12980451.0997457)",
,
,
,
,
,
,
,
,
,
"LINESTRING (7631269.22124885 12979968.0764544,7631647.59704805 12979358.0144495,7631660.84299986 12979336.6509612,7631678.4466599 12979306.2962651,7631693.4553794 12979281.9212921,7631723.02462324 12979233.8910744,7631828.15017638 12979086.9148992,7631924.34541075 12978968.2617102)",
