WKT
"LINESTRING (7635531.27951625 12980015.2932301,7635463.13575064 12979890.8008016,7635375.89521968 12979754.3583301)"
"LINESTRING (7633614.18684801 12978385.4401868,7635782.65083576 12979424.8347212,7636021.02330693 12979433.6036808,7636321.4246615 12979439.3230907,7636635.85557494 12979536.4324829,7636836.4631974 12979617.2158978,7637039.32447595 12979693.8185514,7637218.95373498 12979763.9502093,7637347.9475802 12979825.5247244,7637837.81758442 12980124.8414123,7638091.03879539 12980283.0684291)"
